base_min_wall_vol,take_min_edge,passive_size,clear_threshold,clear_size,smooth_alpha,day_-2_profit,day_-1_profit,total_profit,max_drawdown_pct
6,1.0,5,50,10,0.25,8216,7355,15571,0.4286
6,1.0,5,50,10,0.5,8181,7382,15563,0.4286
6,1.0,5,50,20,0.25,8216,7355,15571,0.4286
6,1.0,5,50,20,0.5,8181,7382,15563,0.4286
6,1.0,5,50,30,0.25,8216,7355,15571,0.4286
6,1.0,5,50,30,0.5,8181,7382,15563,0.4286
6,1.0,5,60,10,0.25,8216,7180,15396,0.4286
6,1.0,5,60,10,0.5,8181,7313,15494,0.4286
6,1.0,5,60,20,0.25,8216,7180,15396,0.4286
6,1.0,5,60,20,0.5,8181,7313,15494,0.4286
6,1.0,5,60,30,0.25,8216,7180,15396,0.4286
6,1.0,5,60,30,0.5,8181,7313,15494,0.4286
6,1.0,5,70,10,0.25,8216,6998,15214,0.4286
6,1.0,5,70,10,0.5,8181,7230,15411,0.4286
6,1.0,5,70,20,0.25,8216,6998,15214,0.4286
6,1.0,5,70,20,0.5,8181,7230,15411,0.4286
6,1.0,5,70,30,0.25,8216,6998,15214,0.4286
6,1.0,5,70,30,0.5,8181,7230,15411,0.4286
6,1.0,10,50,10,0.25,8216,7355,15571,0.4286
6,1.0,10,50,10,0.5,8181,7382,15563,0.4286
6,1.0,10,50,20,0.25,8216,7355,15571,0.4286
6,1.0,10,50,20,0.5,8181,7382,15563,0.4286
6,1.0,10,50,30,0.25,8216,7355,15571,0.4286
6,1.0,10,50,30,0.5,8181,7382,15563,0.4286
6,1.0,10,60,10,0.25,8216,7180,15396,0.4286
6,1.0,10,60,10,0.5,8181,7313,15494,0.4286
6,1.0,10,60,20,0.25,8216,7180,15396,0.4286
6,1.0,10,60,20,0.5,8181,7313,15494,0.4286
6,1.0,10,60,30,0.25,8216,7180,15396,0.4286
6,1.0,10,60,30,0.5,8181,7313,15494,0.4286
6,1.0,10,70,10,0.25,8216,6998,15214,0.4286
6,1.0,10,70,10,0.5,8181,7230,15411,0.4286
6,1.0,10,70,20,0.25,8216,6998,15214,0.4286
6,1.0,10,70,20,0.5,8181,7230,15411,0.4286
6,1.0,10,70,30,0.25,8216,6998,15214,0.4286
6,1.0,10,70,30,0.5,8181,7230,15411,0.4286
6,1.0,15,50,10,0.25,8216,7355,15571,0.4286
6,1.0,15,50,10,0.5,8181,7382,15563,0.4286
6,1.0,15,50,20,0.25,8216,7355,15571,0.4286
6,1.0,15,50,20,0.5,8181,7382,15563,0.4286
6,1.0,15,50,30,0.25,8216,7355,15571,0.4286
6,1.0,15,50,30,0.5,8181,7382,15563,0.4286
6,1.0,15,60,10,0.25,8216,7180,15396,0.4286
6,1.0,15,60,10,0.5,8181,7313,15494,0.4286
6,1.0,15,60,20,0.25,8216,7180,15396,0.4286
6,1.0,15,60,20,0.5,8181,7313,15494,0.4286
6,1.0,15,60,30,0.25,8216,7180,15396,0.4286
6,1.0,15,60,30,0.5,8181,7313,15494,0.4286
6,1.0,15,70,10,0.25,8216,6998,15214,0.4286
6,1.0,15,70,10,0.5,8181,7230,15411,0.4286
6,1.0,15,70,20,0.25,8216,6998,15214,0.4286
6,1.0,15,70,20,0.5,8181,7230,15411,0.4286
6,1.0,15,70,30,0.25,8216,6998,15214,0.4286
6,1.0,15,70,30,0.5,8181,7230,15411,0.4286
6,1.0,20,50,10,0.25,8216,7355,15571,0.4286
6,1.0,20,50,10,0.5,8181,7382,15563,0.4286
6,1.0,20,50,20,0.25,8216,7355,15571,0.4286
6,1.0,20,50,20,0.5,8181,7382,15563,0.4286
6,1.0,20,50,30,0.25,8216,7355,15571,0.4286
6,1.0,20,50,30,0.5,8181,7382,15563,0.4286
6,1.0,20,60,10,0.25,8216,7180,15396,0.4286
6,1.0,20,60,10,0.5,8181,7313,15494,0.4286
6,1.0,20,60,20,0.25,8216,7180,15396,0.4286
6,1.0,20,60,20,0.5,8181,7313,15494,0.4286
6,1.0,20,60,30,0.25,8216,7180,15396,0.4286
6,1.0,20,60,30,0.5,8181,7313,15494,0.4286
6,1.0,20,70,10,0.25,8216,6998,15214,0.4286
6,1.0,20,70,10,0.5,8181,7230,15411,0.4286
6,1.0,20,70,20,0.25,8216,6998,15214,0.4286
6,1.0,20,70,20,0.5,8181,7230,15411,0.4286
6,1.0,20,70,30,0.25,8216,6998,15214,0.4286
6,1.0,20,70,30,0.5,8181,7230,15411,0.4286
6,2.0,5,50,10,0.25,8216,7355,15571,0.4286
6,2.0,5,50,10,0.5,8181,7382,15563,0.4286
6,2.0,5,50,20,0.25,8216,7355,15571,0.4286
6,2.0,5,50,20,0.5,8181,7382,15563,0.4286
6,2.0,5,50,30,0.25,8216,7355,15571,0.4286
6,2.0,5,50,30,0.5,8181,7382,15563,0.4286
6,2.0,5,60,10,0.25,8216,7180,15396,0.4286
6,2.0,5,60,10,0.5,8181,7313,15494,0.4286
6,2.0,5,60,20,0.25,8216,7180,15396,0.4286
6,2.0,5,60,20,0.5,8181,7313,15494,0.4286
6,2.0,5,60,30,0.25,8216,7180,15396,0.4286
6,2.0,5,60,30,0.5,8181,7313,15494,0.4286
6,2.0,5,70,10,0.25,8216,6998,15214,0.4286
6,2.0,5,70,10,0.5,8181,7230,15411,0.4286
6,2.0,5,70,20,0.25,8216,6998,15214,0.4286
6,2.0,5,70,20,0.5,8181,7230,15411,0.4286
6,2.0,5,70,30,0.25,8216,6998,15214,0.4286
6,2.0,5,70,30,0.5,8181,7230,15411,0.4286
6,2.0,10,50,10,0.25,8216,7355,15571,0.4286
6,2.0,10,50,10,0.5,8181,7382,15563,0.4286
6,2.0,10,50,20,0.25,8216,7355,15571,0.4286
6,2.0,10,50,20,0.5,8181,7382,15563,0.4286
6,2.0,10,50,30,0.25,8216,7355,15571,0.4286
6,2.0,10,50,30,0.5,8181,7382,15563,0.4286
6,2.0,10,60,10,0.25,8216,7180,15396,0.4286
6,2.0,10,60,10,0.5,8181,7313,15494,0.4286
6,2.0,10,60,20,0.25,8216,7180,15396,0.4286
6,2.0,10,60,20,0.5,8181,7313,15494,0.4286
6,2.0,10,60,30,0.25,8216,7180,15396,0.4286
6,2.0,10,60,30,0.5,8181,7313,15494,0.4286
6,2.0,10,70,10,0.25,8216,6998,15214,0.4286
6,2.0,10,70,10,0.5,8181,7230,15411,0.4286
6,2.0,10,70,20,0.25,8216,6998,15214,0.4286
6,2.0,10,70,20,0.5,8181,7230,15411,0.4286
6,2.0,10,70,30,0.25,8216,6998,15214,0.4286
6,2.0,10,70,30,0.5,8181,7230,15411,0.4286
6,2.0,15,50,10,0.25,8216,7355,15571,0.4286
6,2.0,15,50,10,0.5,8181,7382,15563,0.4286
6,2.0,15,50,20,0.25,8216,7355,15571,0.4286
6,2.0,15,50,20,0.5,8181,7382,15563,0.4286
6,2.0,15,50,30,0.25,8216,7355,15571,0.4286
6,2.0,15,50,30,0.5,8181,7382,15563,0.4286
6,2.0,15,60,10,0.25,8216,7180,15396,0.4286
6,2.0,15,60,10,0.5,8181,7313,15494,0.4286
6,2.0,15,60,20,0.25,8216,7180,15396,0.4286
6,2.0,15,60,20,0.5,8181,7313,15494,0.4286
6,2.0,15,60,30,0.25,8216,7180,15396,0.4286
6,2.0,15,60,30,0.5,8181,7313,15494,0.4286
6,2.0,15,70,10,0.25,8216,6998,15214,0.4286
6,2.0,15,70,10,0.5,8181,7230,15411,0.4286
6,2.0,15,70,20,0.25,8216,6998,15214,0.4286
6,2.0,15,70,20,0.5,8181,7230,15411,0.4286
6,2.0,15,70,30,0.25,8216,6998,15214,0.4286
6,2.0,15,70,30,0.5,8181,7230,15411,0.4286
6,2.0,20,50,10,0.25,8216,7355,15571,0.4286
6,2.0,20,50,10,0.5,8181,7382,15563,0.4286
6,2.0,20,50,20,0.25,8216,7355,15571,0.4286
6,2.0,20,50,20,0.5,8181,7382,15563,0.4286
6,2.0,20,50,30,0.25,8216,7355,15571,0.4286
6,2.0,20,50,30,0.5,8181,7382,15563,0.4286
6,2.0,20,60,10,0.25,8216,7180,15396,0.4286
6,2.0,20,60,10,0.5,8181,7313,15494,0.4286
6,2.0,20,60,20,0.25,8216,7180,15396,0.4286
6,2.0,20,60,20,0.5,8181,7313,15494,0.4286
6,2.0,20,60,30,0.25,8216,7180,15396,0.4286
6,2.0,20,60,30,0.5,8181,7313,15494,0.4286
6,2.0,20,70,10,0.25,8216,6998,15214,0.4286
6,2.0,20,70,10,0.5,8181,7230,15411,0.4286
6,2.0,20,70,20,0.25,8216,6998,15214,0.4286
6,2.0,20,70,20,0.5,8181,7230,15411,0.4286
6,2.0,20,70,30,0.25,8216,6998,15214,0.4286
6,2.0,20,70,30,0.5,8181,7230,15411,0.4286
6,3.0,5,50,10,0.25,8216,7582,15798,0.4286
6,3.0,5,50,10,0.5,8181,7382,15563,0.4286
6,3.0,5,50,20,0.25,8216,7582,15798,0.4286
6,3.0,5,50,20,0.5,8181,7382,15563,0.4286
6,3.0,5,50,30,0.25,8216,7582,15798,0.4286
6,3.0,5,50,30,0.5,8181,7382,15563,0.4286
6,3.0,5,60,10,0.25,8216,7381,15597,0.4286
6,3.0,5,60,10,0.5,8181,7313,15494,0.4286
6,3.0,5,60,20,0.25,8216,7381,15597,0.4286
6,3.0,5,60,20,0.5,8181,7313,15494,0.4286
6,3.0,5,60,30,0.25,8216,7381,15597,0.4286
6,3.0,5,60,30,0.5,8181,7313,15494,0.4286
6,3.0,5,70,10,0.25,8216,7175,15391,0.4286
6,3.0,5,70,10,0.5,8181,7230,15411,0.4286
6,3.0,5,70,20,0.25,8216,7175,15391,0.4286
6,3.0,5,70,20,0.5,8181,7230,15411,0.4286
6,3.0,5,70,30,0.25,8216,7175,15391,0.4286
6,3.0,5,70,30,0.5,8181,7230,15411,0.4286
6,3.0,10,50,10,0.25,8216,7582,15798,0.4286
6,3.0,10,50,10,0.5,8181,7382,15563,0.4286
6,3.0,10,50,20,0.25,8216,7582,15798,0.4286
6,3.0,10,50,20,0.5,8181,7382,15563,0.4286
6,3.0,10,50,30,0.25,8216,7582,15798,0.4286
6,3.0,10,50,30,0.5,8181,7382,15563,0.4286
6,3.0,10,60,10,0.25,8216,7381,15597,0.4286
6,3.0,10,60,10,0.5,8181,7313,15494,0.4286
6,3.0,10,60,20,0.25,8216,7381,15597,0.4286
6,3.0,10,60,20,0.5,8181,7313,15494,0.4286
6,3.0,10,60,30,0.25,8216,7381,15597,0.4286
6,3.0,10,60,30,0.5,8181,7313,15494,0.4286
6,3.0,10,70,10,0.25,8216,7175,15391,0.4286
6,3.0,10,70,10,0.5,8181,7230,15411,0.4286
6,3.0,10,70,20,0.25,8216,7175,15391,0.4286
6,3.0,10,70,20,0.5,8181,7230,15411,0.4286
6,3.0,10,70,30,0.25,8216,7175,15391,0.4286
6,3.0,10,70,30,0.5,8181,7230,15411,0.4286
6,3.0,15,50,10,0.25,8216,7582,15798,0.4286
6,3.0,15,50,10,0.5,8181,7382,15563,0.4286
6,3.0,15,50,20,0.25,8216,7582,15798,0.4286
6,3.0,15,50,20,0.5,8181,7382,15563,0.4286
6,3.0,15,50,30,0.25,8216,7582,15798,0.4286
6,3.0,15,50,30,0.5,8181,7382,15563,0.4286
6,3.0,15,60,10,0.25,8216,7381,15597,0.4286
6,3.0,15,60,10,0.5,8181,7313,15494,0.4286
6,3.0,15,60,20,0.25,8216,7381,15597,0.4286
6,3.0,15,60,20,0.5,8181,7313,15494,0.4286
6,3.0,15,60,30,0.25,8216,7381,15597,0.4286
6,3.0,15,60,30,0.5,8181,7313,15494,0.4286
6,3.0,15,70,10,0.25,8216,7175,15391,0.4286
6,3.0,15,70,10,0.5,8181,7230,15411,0.4286
6,3.0,15,70,20,0.25,8216,7175,15391,0.4286
6,3.0,15,70,20,0.5,8181,7230,15411,0.4286
6,3.0,15,70,30,0.25,8216,7175,15391,0.4286
6,3.0,15,70,30,0.5,8181,7230,15411,0.4286
6,3.0,20,50,10,0.25,8216,7582,15798,0.4286
6,3.0,20,50,10,0.5,8181,7382,15563,0.4286
6,3.0,20,50,20,0.25,8216,7582,15798,0.4286
6,3.0,20,50,20,0.5,8181,7382,15563,0.4286
6,3.0,20,50,30,0.25,8216,7582,15798,0.4286
6,3.0,20,50,30,0.5,8181,7382,15563,0.4286
6,3.0,20,60,10,0.25,8216,7381,15597,0.4286
6,3.0,20,60,10,0.5,8181,7313,15494,0.4286
6,3.0,20,60,20,0.25,8216,7381,15597,0.4286
6,3.0,20,60,20,0.5,8181,7313,15494,0.4286
6,3.0,20,60,30,0.25,8216,7381,15597,0.4286
6,3.0,20,60,30,0.5,8181,7313,15494,0.4286
6,3.0,20,70,10,0.25,8216,7175,15391,0.4286
6,3.0,20,70,10,0.5,8181,7230,15411,0.4286
6,3.0,20,70,20,0.25,8216,7175,15391,0.4286
6,3.0,20,70,20,0.5,8181,7230,15411,0.4286
6,3.0,20,70,30,0.25,8216,7175,15391,0.4286
6,3.0,20,70,30,0.5,8181,7230,15411,0.4286
6,4.0,5,50,10,0.25,8216,7582,15798,0.4286
6,4.0,5,50,10,0.5,8181,7382,15563,0.4286
6,4.0,5,50,20,0.25,8216,7582,15798,0.4286
6,4.0,5,50,20,0.5,8181,7382,15563,0.4286
6,4.0,5,50,30,0.25,8216,7582,15798,0.4286
6,4.0,5,50,30,0.5,8181,7382,15563,0.4286
6,4.0,5,60,10,0.25,8216,7381,15597,0.4286
6,4.0,5,60,10,0.5,8181,7313,15494,0.4286
6,4.0,5,60,20,0.25,8216,7381,15597,0.4286
6,4.0,5,60,20,0.5,8181,7313,15494,0.4286
6,4.0,5,60,30,0.25,8216,7381,15597,0.4286
6,4.0,5,60,30,0.5,8181,7313,15494,0.4286
6,4.0,5,70,10,0.25,8216,7175,15391,0.4286
6,4.0,5,70,10,0.5,8181,7230,15411,0.4286
6,4.0,5,70,20,0.25,8216,7175,15391,0.4286
6,4.0,5,70,20,0.5,8181,7230,15411,0.4286
6,4.0,5,70,30,0.25,8216,7175,15391,0.4286
6,4.0,5,70,30,0.5,8181,7230,15411,0.4286
6,4.0,10,50,10,0.25,8216,7582,15798,0.4286
6,4.0,10,50,10,0.5,8181,7382,15563,0.4286
6,4.0,10,50,20,0.25,8216,7582,15798,0.4286
6,4.0,10,50,20,0.5,8181,7382,15563,0.4286
6,4.0,10,50,30,0.25,8216,7582,15798,0.4286
6,4.0,10,50,30,0.5,8181,7382,15563,0.4286
6,4.0,10,60,10,0.25,8216,7381,15597,0.4286
6,4.0,10,60,10,0.5,8181,7313,15494,0.4286
6,4.0,10,60,20,0.25,8216,7381,15597,0.4286
6,4.0,10,60,20,0.5,8181,7313,15494,0.4286
6,4.0,10,60,30,0.25,8216,7381,15597,0.4286
6,4.0,10,60,30,0.5,8181,7313,15494,0.4286
6,4.0,10,70,10,0.25,8216,7175,15391,0.4286
6,4.0,10,70,10,0.5,8181,7230,15411,0.4286
6,4.0,10,70,20,0.25,8216,7175,15391,0.4286
6,4.0,10,70,20,0.5,8181,7230,15411,0.4286
6,4.0,10,70,30,0.25,8216,7175,15391,0.4286
6,4.0,10,70,30,0.5,8181,7230,15411,0.4286
6,4.0,15,50,10,0.25,8216,7582,15798,0.4286
6,4.0,15,50,10,0.5,8181,7382,15563,0.4286
6,4.0,15,50,20,0.25,8216,7582,15798,0.4286
6,4.0,15,50,20,0.5,8181,7382,15563,0.4286
6,4.0,15,50,30,0.25,8216,7582,15798,0.4286
6,4.0,15,50,30,0.5,8181,7382,15563,0.4286
6,4.0,15,60,10,0.25,8216,7381,15597,0.4286
6,4.0,15,60,10,0.5,8181,7313,15494,0.4286
6,4.0,15,60,20,0.25,8216,7381,15597,0.4286
6,4.0,15,60,20,0.5,8181,7313,15494,0.4286
6,4.0,15,60,30,0.25,8216,7381,15597,0.4286
6,4.0,15,60,30,0.5,8181,7313,15494,0.4286
6,4.0,15,70,10,0.25,8216,7175,15391,0.4286
6,4.0,15,70,10,0.5,8181,7230,15411,0.4286
6,4.0,15,70,20,0.25,8216,7175,15391,0.4286
6,4.0,15,70,20,0.5,8181,7230,15411,0.4286
6,4.0,15,70,30,0.25,8216,7175,15391,0.4286
6,4.0,15,70,30,0.5,8181,7230,15411,0.4286
6,4.0,20,50,10,0.25,8216,7582,15798,0.4286
6,4.0,20,50,10,0.5,8181,7382,15563,0.4286
6,4.0,20,50,20,0.25,8216,7582,15798,0.4286
6,4.0,20,50,20,0.5,8181,7382,15563,0.4286
6,4.0,20,50,30,0.25,8216,7582,15798,0.4286
6,4.0,20,50,30,0.5,8181,7382,15563,0.4286
6,4.0,20,60,10,0.25,8216,7381,15597,0.4286
6,4.0,20,60,10,0.5,8181,7313,15494,0.4286
6,4.0,20,60,20,0.25,8216,7381,15597,0.4286
6,4.0,20,60,20,0.5,8181,7313,15494,0.4286
6,4.0,20,60,30,0.25,8216,7381,15597,0.4286
6,4.0,20,60,30,0.5,8181,7313,15494,0.4286
6,4.0,20,70,10,0.25,8216,7175,15391,0.4286
6,4.0,20,70,10,0.5,8181,7230,15411,0.4286
6,4.0,20,70,20,0.25,8216,7175,15391,0.4286
6,4.0,20,70,20,0.5,8181,7230,15411,0.4286
6,4.0,20,70,30,0.25,8216,7175,15391,0.4286
6,4.0,20,70,30,0.5,8181,7230,15411,0.4286
6,5.0,5,50,10,0.25,8216,7582,15798,0.4286
6,5.0,5,50,10,0.5,8181,7382,15563,0.4286
6,5.0,5,50,20,0.25,8216,7582,15798,0.4286
6,5.0,5,50,20,0.5,8181,7382,15563,0.4286
6,5.0,5,50,30,0.25,8216,7582,15798,0.4286
6,5.0,5,50,30,0.5,8181,7382,15563,0.4286
6,5.0,5,60,10,0.25,8216,7381,15597,0.4286
6,5.0,5,60,10,0.5,8181,7313,15494,0.4286
6,5.0,5,60,20,0.25,8216,7381,15597,0.4286
6,5.0,5,60,20,0.5,8181,7313,15494,0.4286
6,5.0,5,60,30,0.25,8216,7381,15597,0.4286
6,5.0,5,60,30,0.5,8181,7313,15494,0.4286
6,5.0,5,70,10,0.25,8216,7175,15391,0.4286
6,5.0,5,70,10,0.5,8181,7230,15411,0.4286
6,5.0,5,70,20,0.25,8216,7175,15391,0.4286
6,5.0,5,70,20,0.5,8181,7230,15411,0.4286
6,5.0,5,70,30,0.25,8216,7175,15391,0.4286
6,5.0,5,70,30,0.5,8181,7230,15411,0.4286
6,5.0,10,50,10,0.25,8216,7582,15798,0.4286
6,5.0,10,50,10,0.5,8181,7382,15563,0.4286
6,5.0,10,50,20,0.25,8216,7582,15798,0.4286
6,5.0,10,50,20,0.5,8181,7382,15563,0.4286
6,5.0,10,50,30,0.25,8216,7582,15798,0.4286
6,5.0,10,50,30,0.5,8181,7382,15563,0.4286
6,5.0,10,60,10,0.25,8216,7381,15597,0.4286
6,5.0,10,60,10,0.5,8181,7313,15494,0.4286
6,5.0,10,60,20,0.25,8216,7381,15597,0.4286
6,5.0,10,60,20,0.5,8181,7313,15494,0.4286
6,5.0,10,60,30,0.25,8216,7381,15597,0.4286
6,5.0,10,60,30,0.5,8181,7313,15494,0.4286
6,5.0,10,70,10,0.25,8216,7175,15391,0.4286
6,5.0,10,70,10,0.5,8181,7230,15411,0.4286
6,5.0,10,70,20,0.25,8216,7175,15391,0.4286
6,5.0,10,70,20,0.5,8181,7230,15411,0.4286
6,5.0,10,70,30,0.25,8216,7175,15391,0.4286
6,5.0,10,70,30,0.5,8181,7230,15411,0.4286
6,5.0,15,50,10,0.25,8216,7582,15798,0.4286
6,5.0,15,50,10,0.5,8181,7382,15563,0.4286
6,5.0,15,50,20,0.25,8216,7582,15798,0.4286
6,5.0,15,50,20,0.5,8181,7382,15563,0.4286
6,5.0,15,50,30,0.25,8216,7582,15798,0.4286
6,5.0,15,50,30,0.5,8181,7382,15563,0.4286
6,5.0,15,60,10,0.25,8216,7381,15597,0.4286
6,5.0,15,60,10,0.5,8181,7313,15494,0.4286
6,5.0,15,60,20,0.25,8216,7381,15597,0.4286
6,5.0,15,60,20,0.5,8181,7313,15494,0.4286
6,5.0,15,60,30,0.25,8216,7381,15597,0.4286
6,5.0,15,60,30,0.5,8181,7313,15494,0.4286
6,5.0,15,70,10,0.25,8216,7175,15391,0.4286
6,5.0,15,70,10,0.5,8181,7230,15411,0.4286
6,5.0,15,70,20,0.25,8216,7175,15391,0.4286
6,5.0,15,70,20,0.5,8181,7230,15411,0.4286
6,5.0,15,70,30,0.25,8216,7175,15391,0.4286
6,5.0,15,70,30,0.5,8181,7230,15411,0.4286
6,5.0,20,50,10,0.25,8216,7582,15798,0.4286
6,5.0,20,50,10,0.5,8181,7382,15563,0.4286
6,5.0,20,50,20,0.25,8216,7582,15798,0.4286
6,5.0,20,50,20,0.5,8181,7382,15563,0.4286
6,5.0,20,50,30,0.25,8216,7582,15798,0.4286
6,5.0,20,50,30,0.5,8181,7382,15563,0.4286
6,5.0,20,60,10,0.25,8216,7381,15597,0.4286
6,5.0,20,60,10,0.5,8181,7313,15494,0.4286
6,5.0,20,60,20,0.25,8216,7381,15597,0.4286
6,5.0,20,60,20,0.5,8181,7313,15494,0.4286
6,5.0,20,60,30,0.25,8216,7381,15597,0.4286
6,5.0,20,60,30,0.5,8181,7313,15494,0.4286
6,5.0,20,70,10,0.25,8216,7175,15391,0.4286
6,5.0,20,70,10,0.5,8181,7230,15411,0.4286
6,5.0,20,70,20,0.25,8216,7175,15391,0.4286
6,5.0,20,70,20,0.5,8181,7230,15411,0.4286
6,5.0,20,70,30,0.25,8216,7175,15391,0.4286
6,5.0,20,70,30,0.5,8181,7230,15411,0.4286
8,1.0,5,50,10,0.25,8216,7273,15489,0.4286
8,1.0,5,50,10,0.5,8208,7260,15468,0.4286
8,1.0,5,50,20,0.25,8216,7273,15489,0.4286
8,1.0,5,50,20,0.5,8208,7260,15468,0.4286
