base_min_wall_vol,take_min_edge,passive_size,clear_threshold,clear_size,smooth_alpha,day_-2_profit,day_-1_profit,total_profit,max_drawdown_pct
8,1.0,5,50,30,0.25,8216,7273,15489,0.4286
8,1.0,5,50,30,0.5,8208,7260,15468,0.4286
8,1.0,5,60,10,0.25,8216,7035,15251,0.4286
8,1.0,5,60,10,0.5,8208,7167,15375,0.4286
8,1.0,5,60,20,0.25,8216,7035,15251,0.4286
8,1.0,5,60,20,0.5,8208,7167,15375,0.4286
8,1.0,5,60,30,0.25,8216,7035,15251,0.4286
8,1.0,5,60,30,0.5,8208,7167,15375,0.4286
8,1.0,5,70,10,0.25,8216,6889,15105,0.4286
8,1.0,5,70,10,0.5,8208,7095,15303,0.4286
8,1.0,5,70,20,0.25,8216,6889,15105,0.4286
8,1.0,5,70,20,0.5,8208,7095,15303,0.4286
8,1.0,5,70,30,0.25,8216,6889,15105,0.4286
8,1.0,5,70,30,0.5,8208,7095,15303,0.4286
8,1.0,10,50,10,0.25,8216,7273,15489,0.4286
8,1.0,10,50,10,0.5,8208,7260,15468,0.4286
8,1.0,10,50,20,0.25,8216,7273,15489,0.4286
8,1.0,10,50,20,0.5,8208,7260,15468,0.4286
8,1.0,10,50,30,0.25,8216,7273,15489,0.4286
8,1.0,10,50,30,0.5,8208,7260,15468,0.4286
8,1.0,10,60,10,0.25,8216,7035,15251,0.4286
8,1.0,10,60,10,0.5,8208,7167,15375,0.4286
8,1.0,10,60,20,0.25,8216,7035,15251,0.4286
8,1.0,10,60,20,0.5,8208,7167,15375,0.4286
8,1.0,10,60,30,0.25,8216,7035,15251,0.4286
8,1.0,10,60,30,0.5,8208,7167,15375,0.4286
8,1.0,10,70,10,0.25,8216,6889,15105,0.4286
8,1.0,10,70,10,0.5,8208,7095,15303,0.4286
8,1.0,10,70,20,0.25,8216,6889,15105,0.4286
8,1.0,10,70,20,0.5,8208,7095,15303,0.4286
8,1.0,10,70,30,0.25,8216,6889,15105,0.4286
8,1.0,10,70,30,0.5,8208,7095,15303,0.4286
8,1.0,15,50,10,0.25,8216,7273,15489,0.4286
8,1.0,15,50,10,0.5,8208,7260,15468,0.4286
8,1.0,15,50,20,0.25,8216,7273,15489,0.4286
8,1.0,15,50,20,0.5,8208,7260,15468,0.4286
8,1.0,15,50,30,0.25,8216,7273,15489,0.4286
8,1.0,15,50,30,0.5,8208,7260,15468,0.4286
8,1.0,15,60,10,0.25,8216,7035,15251,0.4286
8,1.0,15,60,10,0.5,8208,7167,15375,0.4286
8,1.0,15,60,20,0.25,8216,7035,15251,0.4286
8,1.0,15,60,20,0.5,8208,7167,15375,0.4286
8,1.0,15,60,30,0.25,8216,7035,15251,0.4286
8,1.0,15,60,30,0.5,8208,7167,15375,0.4286
8,1.0,15,70,10,0.25,8216,6889,15105,0.4286
8,1.0,15,70,10,0.5,8208,7095,15303,0.4286
8,1.0,15,70,20,0.25,8216,6889,15105,0.4286
8,1.0,15,70,20,0.5,8208,7095,15303,0.4286
8,1.0,15,70,30,0.25,8216,6889,15105,0.4286
8,1.0,15,70,30,0.5,8208,7095,15303,0.4286
8,1.0,20,50,10,0.25,8216,7273,15489,0.4286
8,1.0,20,50,10,0.5,8208,7260,15468,0.4286
8,1.0,20,50,20,0.25,8216,7273,15489,0.4286
8,1.0,20,50,20,0.5,8208,7260,15468,0.4286
8,1.0,20,50,30,0.25,8216,7273,15489,0.4286
8,1.0,20,50,30,0.5,8208,7260,15468,0.4286
8,1.0,20,60,10,0.25,8216,7035,15251,0.4286
8,1.0,20,60,10,0.5,8208,7167,15375,0.4286
8,1.0,20,60,20,0.25,8216,7035,15251,0.4286
8,1.0,20,60,20,0.5,8208,7167,15375,0.4286
8,1.0,20,60,30,0.25,8216,7035,15251,0.4286
8,1.0,20,60,30,0.5,8208,7167,15375,0.4286
8,1.0,20,70,10,0.25,8216,6889,15105,0.4286
8,1.0,20,70,10,0.5,8208,7095,15303,0.4286
8,1.0,20,70,20,0.25,8216,6889,15105,0.4286
8,1.0,20,70,20,0.5,8208,7095,15303,0.4286
8,1.0,20,70,30,0.25,8216,6889,15105,0.4286
8,1.0,20,70,30,0.5,8208,7095,15303,0.4286
8,2.0,5,50,10,0.25,8216,7273,15489,0.4286
8,2.0,5,50,10,0.5,8208,7260,15468,0.4286
8,2.0,5,50,20,0.25,8216,7273,15489,0.4286
8,2.0,5,50,20,0.5,8208,7260,15468,0.4286
8,2.0,5,50,30,0.25,8216,7273,15489,0.4286
8,2.0,5,50,30,0.5,8208,7260,15468,0.4286
8,2.0,5,60,10,0.25,8216,7035,15251,0.4286
8,2.0,5,60,10,0.5,8208,7167,15375,0.4286
8,2.0,5,60,20,0.25,8216,7035,15251,0.4286
8,2.0,5,60,20,0.5,8208,7167,15375,0.4286
8,2.0,5,60,30,0.25,8216,7035,15251,0.4286
8,2.0,5,60,30,0.5,8208,7167,15375,0.4286
8,2.0,5,70,10,0.25,8216,6889,15105,0.4286
8,2.0,5,70,10,0.5,8208,7095,15303,0.4286
8,2.0,5,70,20,0.25,8216,6889,15105,0.4286
8,2.0,5,70,20,0.5,8208,7095,15303,0.4286
8,2.0,5,70,30,0.25,8216,6889,15105,0.4286
8,2.0,5,70,30,0.5,8208,7095,15303,0.4286
8,2.0,10,50,10,0.25,8216,7273,15489,0.4286
8,2.0,10,50,10,0.5,8208,7260,15468,0.4286
8,2.0,10,50,20,0.25,8216,7273,15489,0.4286
8,2.0,10,50,20,0.5,8208,7260,15468,0.4286
8,2.0,10,50,30,0.25,8216,7273,15489,0.4286
8,2.0,10,50,30,0.5,8208,7260,15468,0.4286
8,2.0,10,60,10,0.25,8216,7035,15251,0.4286
8,2.0,10,60,10,0.5,8208,7167,15375,0.4286
8,2.0,10,60,20,0.25,8216,7035,15251,0.4286
8,2.0,10,60,20,0.5,8208,7167,15375,0.4286
8,2.0,10,60,30,0.25,8216,7035,15251,0.4286
8,2.0,10,60,30,0.5,8208,7167,15375,0.4286
8,2.0,10,70,10,0.25,8216,6889,15105,0.4286
8,2.0,10,70,10,0.5,8208,7095,15303,0.4286
8,2.0,10,70,20,0.25,8216,6889,15105,0.4286
8,2.0,10,70,20,0.5,8208,7095,15303,0.4286
8,2.0,10,70,30,0.25,8216,6889,15105,0.4286
8,2.0,10,70,30,0.5,8208,7095,15303,0.4286
8,2.0,15,50,10,0.25,8216,7273,15489,0.4286
8,2.0,15,50,10,0.5,8208,7260,15468,0.4286
8,2.0,15,50,20,0.25,8216,7273,15489,0.4286
8,2.0,15,50,20,0.5,8208,7260,15468,0.4286
8,2.0,15,50,30,0.25,8216,7273,15489,0.4286
8,2.0,15,50,30,0.5,8208,7260,15468,0.4286
8,2.0,15,60,10,0.25,8216,7035,15251,0.4286
8,2.0,15,60,10,0.5,8208,7167,15375,0.4286
8,2.0,15,60,20,0.25,8216,7035,15251,0.4286
8,2.0,15,60,20,0.5,8208,7167,15375,0.4286
8,2.0,15,60,30,0.25,8216,7035,15251,0.4286
8,2.0,15,60,30,0.5,8208,7167,15375,0.4286
8,2.0,15,70,10,0.25,8216,6889,15105,0.4286
8,2.0,15,70,10,0.5,8208,7095,15303,0.4286
8,2.0,15,70,20,0.25,8216,6889,15105,0.4286
8,2.0,15,70,20,0.5,8208,7095,15303,0.4286
8,2.0,15,70,30,0.25,8216,6889,15105,0.4286
8,2.0,15,70,30,0.5,8208,7095,15303,0.4286
8,2.0,20,50,10,0.25,8216,7273,15489,0.4286
8,2.0,20,50,10,0.5,8208,7260,15468,0.4286
8,2.0,20,50,20,0.25,8216,7273,15489,0.4286
8,2.0,20,50,20,0.5,8208,7260,15468,0.4286
8,2.0,20,50,30,0.25,8216,7273,15489,0.4286
8,2.0,20,50,30,0.5,8208,7260,15468,0.4286
8,2.0,20,60,10,0.25,8216,7035,15251,0.4286
8,2.0,20,60,10,0.5,8208,7167,15375,0.4286
8,2.0,20,60,20,0.25,8216,7035,15251,0.4286
8,2.0,20,60,20,0.5,8208,7167,15375,0.4286
8,2.0,20,60,30,0.25,8216,7035,15251,0.4286
8,2.0,20,60,30,0.5,8208,7167,15375,0.4286
8,2.0,20,70,10,0.25,8216,6889,15105,0.4286
8,2.0,20,70,10,0.5,8208,7095,15303,0.4286
8,2.0,20,70,20,0.25,8216,6889,15105,0.4286
8,2.0,20,70,20,0.5,8208,7095,15303,0.4286
8,2.0,20,70,30,0.25,8216,6889,15105,0.4286
8,2.0,20,70,30,0.5,8208,7095,15303,0.4286
8,3.0,5,50,10,0.25,8216,7545,15761,0.4286
8,3.0,5,50,10,0.5,8208,7326,15534,0.4286
8,3.0,5,50,20,0.25,8216,7545,15761,0.4286
8,3.0,5,50,20,0.5,8208,7326,15534,0.4286
8,3.0,5,50,30,0.25,8216,7545,15761,0.4286
8,3.0,5,50,30,0.5,8208,7326,15534,0.4286
8,3.0,5,60,10,0.25,8216,7391,15607,0.4286
8,3.0,5,60,10,0.5,8208,7237,15445,0.4286
8,3.0,5,60,20,0.25,8216,7391,15607,0.4286
8,3.0,5,60,20,0.5,8208,7237,15445,0.4286
8,3.0,5,60,30,0.25,8216,7391,15607,0.4286
8,3.0,5,60,30,0.5,8208,7237,15445,0.4286
8,3.0,5,70,10,0.25,8216,7218,15434,0.4286
8,3.0,5,70,10,0.5,8208,7248,15456,0.4286
8,3.0,5,70,20,0.25,8216,7218,15434,0.4286
8,3.0,5,70,20,0.5,8208,7248,15456,0.4286
8,3.0,5,70,30,0.25,8216,7218,15434,0.4286
8,3.0,5,70,30,0.5,8208,7248,15456,0.4286
8,3.0,10,50,10,0.25,8216,7545,15761,0.4286
8,3.0,10,50,10,0.5,8208,7326,15534,0.4286
8,3.0,10,50,20,0.25,8216,7545,15761,0.4286
8,3.0,10,50,20,0.5,8208,7326,15534,0.4286
8,3.0,10,50,30,0.25,8216,7545,15761,0.4286
8,3.0,10,50,30,0.5,8208,7326,15534,0.4286
8,3.0,10,60,10,0.25,8216,7391,15607,0.4286
8,3.0,10,60,10,0.5,8208,7237,15445,0.4286
8,3.0,10,60,20,0.25,8216,7391,15607,0.4286
8,3.0,10,60,20,0.5,8208,7237,15445,0.4286
8,3.0,10,60,30,0.25,8216,7391,15607,0.4286
8,3.0,10,60,30,0.5,8208,7237,15445,0.4286
8,3.0,10,70,10,0.25,8216,7218,15434,0.4286
8,3.0,10,70,10,0.5,8208,7248,15456,0.4286
8,3.0,10,70,20,0.25,8216,7218,15434,0.4286
8,3.0,10,70,20,0.5,8208,7248,15456,0.4286
8,3.0,10,70,30,0.25,8216,7218,15434,0.4286
8,3.0,10,70,30,0.5,8208,7248,15456,0.4286
8,3.0,15,50,10,0.25,8216,7545,15761,0.4286
8,3.0,15,50,10,0.5,8208,7326,15534,0.4286
8,3.0,15,50,20,0.25,8216,7545,15761,0.4286
8,3.0,15,50,20,0.5,8208,7326,15534,0.4286
8,3.0,15,50,30,0.25,8216,7545,15761,0.4286
8,3.0,15,50,30,0.5,8208,7326,15534,0.4286
8,3.0,15,60,10,0.25,8216,7391,15607,0.4286
8,3.0,15,60,10,0.5,8208,7237,15445,0.4286
8,3.0,15,60,20,0.25,8216,7391,15607,0.4286
8,3.0,15,60,20,0.5,8208,7237,15445,0.4286
8,3.0,15,60,30,0.25,8216,7391,15607,0.4286
8,3.0,15,60,30,0.5,8208,7237,15445,0.4286
8,3.0,15,70,10,0.25,8216,7218,15434,0.4286
8,3.0,15,70,10,0.5,8208,7248,15456,0.4286
8,3.0,15,70,20,0.25,8216,7218,15434,0.4286
8,3.0,15,70,20,0.5,8208,7248,15456,0.4286
8,3.0,15,70,30,0.25,8216,7218,15434,0.4286
8,3.0,15,70,30,0.5,8208,7248,15456,0.4286
8,3.0,20,50,10,0.25,8216,7545,15761,0.4286
8,3.0,20,50,10,0.5,8208,7326,15534,0.4286
8,3.0,20,50,20,0.25,8216,7545,15761,0.4286
8,3.0,20,50,20,0.5,8208,7326,15534,0.4286
8,3.0,20,50,30,0.25,8216,7545,15761,0.4286
8,3.0,20,50,30,0.5,8208,7326,15534,0.4286
8,3.0,20,60,10,0.25,8216,7391,15607,0.4286
8,3.0,20,60,10,0.5,8208,7237,15445,0.4286
8,3.0,20,60,20,0.25,8216,7391,15607,0.4286
8,3.0,20,60,20,0.5,8208,7237,15445,0.4286
8,3.0,20,60,30,0.25,8216,7391,15607,0.4286
8,3.0,20,60,30,0.5,8208,7237,15445,0.4286
8,3.0,20,70,10,0.25,8216,7218,15434,0.4286
8,3.0,20,70,10,0.5,8208,7248,15456,0.4286
8,3.0,20,70,20,0.25,8216,7218,15434,0.4286
8,3.0,20,70,20,0.5,8208,7248,15456,0.4286
8,3.0,20,70,30,0.25,8216,7218,15434,0.4286
8,3.0,20,70,30,0.5,8208,7248,15456,0.4286
8,4.0,5,50,10,0.25,8216,7545,15761,0.4286
8,4.0,5,50,10,0.5,8208,7326,15534,0.4286
8,4.0,5,50,20,0.25,8216,7545,15761,0.4286
8,4.0,5,50,20,0.5,8208,7326,15534,0.4286
8,4.0,5,50,30,0.25,8216,7545,15761,0.4286
8,4.0,5,50,30,0.5,8208,7326,15534,0.4286
8,4.0,5,60,10,0.25,8216,7391,15607,0.4286
8,4.0,5,60,10,0.5,8208,7237,15445,0.4286
8,4.0,5,60,20,0.25,8216,7391,15607,0.4286
8,4.0,5,60,20,0.5,8208,7237,15445,0.4286
8,4.0,5,60,30,0.25,8216,7391,15607,0.4286
8,4.0,5,60,30,0.5,8208,7237,15445,0.4286
8,4.0,5,70,10,0.25,8216,7218,15434,0.4286
8,4.0,5,70,10,0.5,8208,7248,15456,0.4286
8,4.0,5,70,20,0.25,8216,7218,15434,0.4286
8,4.0,5,70,20,0.5,8208,7248,15456,0.4286
8,4.0,5,70,30,0.25,8216,7218,15434,0.4286
8,4.0,5,70,30,0.5,8208,7248,15456,0.4286
8,4.0,10,50,10,0.25,8216,7545,15761,0.4286
8,4.0,10,50,10,0.5,8208,7326,15534,0.4286
8,4.0,10,50,20,0.25,8216,7545,15761,0.4286
8,4.0,10,50,20,0.5,8208,7326,15534,0.4286
8,4.0,10,50,30,0.25,8216,7545,15761,0.4286
8,4.0,10,50,30,0.5,8208,7326,15534,0.4286
8,4.0,10,60,10,0.25,8216,7391,15607,0.4286
8,4.0,10,60,10,0.5,8208,7237,15445,0.4286
8,4.0,10,60,20,0.25,8216,7391,15607,0.4286
8,4.0,10,60,20,0.5,8208,7237,15445,0.4286
8,4.0,10,60,30,0.25,8216,7391,15607,0.4286
8,4.0,10,60,30,0.5,8208,7237,15445,0.4286
8,4.0,10,70,10,0.25,8216,7218,15434,0.4286
8,4.0,10,70,10,0.5,8208,7248,15456,0.4286
8,4.0,10,70,20,0.25,8216,7218,15434,0.4286
8,4.0,10,70,20,0.5,8208,7248,15456,0.4286
8,4.0,10,70,30,0.25,8216,7218,15434,0.4286
8,4.0,10,70,30,0.5,8208,7248,15456,0.4286
8,4.0,15,50,10,0.25,8216,7545,15761,0.4286
8,4.0,15,50,10,0.5,8208,7326,15534,0.4286
8,4.0,15,50,20,0.25,8216,7545,15761,0.4286
8,4.0,15,50,20,0.5,8208,7326,15534,0.4286
8,4.0,15,50,30,0.25,8216,7545,15761,0.4286
8,4.0,15,50,30,0.5,8208,7326,15534,0.4286
8,4.0,15,60,10,0.25,8216,7391,15607,0.4286
8,4.0,15,60,10,0.5,8208,7237,15445,0.4286
8,4.0,15,60,20,0.25,8216,7391,15607,0.4286
8,4.0,15,60,20,0.5,8208,7237,15445,0.4286
8,4.0,15,60,30,0.25,8216,7391,15607,0.4286
8,4.0,15,60,30,0.5,8208,7237,15445,0.4286
8,4.0,15,70,10,0.25,8216,7218,15434,0.4286
8,4.0,15,70,10,0.5,8208,7248,15456,0.4286
8,4.0,15,70,20,0.25,8216,7218,15434,0.4286
8,4.0,15,70,20,0.5,8208,7248,15456,0.4286
8,4.0,15,70,30,0.25,8216,7218,15434,0.4286
8,4.0,15,70,30,0.5,8208,7248,15456,0.4286
8,4.0,20,50,10,0.25,8216,7545,15761,0.4286
8,4.0,20,50,10,0.5,8208,7326,15534,0.4286
8,4.0,20,50,20,0.25,8216,7545,15761,0.4286
8,4.0,20,50,20,0.5,8208,7326,15534,0.4286
8,4.0,20,50,30,0.25,8216,7545,15761,0.4286
8,4.0,20,50,30,0.5,8208,7326,15534,0.4286
8,4.0,20,60,10,0.25,8216,7391,15607,0.4286
8,4.0,20,60,10,0.5,8208,7237,15445,0.4286
8,4.0,20,60,20,0.25,8216,7391,15607,0.4286
8,4.0,20,60,20,0.5,8208,7237,15445,0.4286
8,4.0,20,60,30,0.25,8216,7391,15607,0.4286
8,4.0,20,60,30,0.5,8208,7237,15445,0.4286
8,4.0,20,70,10,0.25,8216,7218,15434,0.4286
8,4.0,20,70,10,0.5,8208,7248,15456,0.4286
8,4.0,20,70,20,0.25,8216,7218,15434,0.4286
8,4.0,20,70,20,0.5,8208,7248,15456,0.4286
8,4.0,20,70,30,0.25,8216,7218,15434,0.4286
8,4.0,20,70,30,0.5,8208,7248,15456,0.4286
8,5.0,5,50,10,0.25,8216,7545,15761,0.4286
8,5.0,5,50,10,0.5,8208,7326,15534,0.4286
8,5.0,5,50,20,0.25,8216,7545,15761,0.4286
8,5.0,5,50,20,0.5,8208,7326,15534,0.4286
8,5.0,5,50,30,0.25,8216,7545,15761,0.4286
8,5.0,5,50,30,0.5,8208,7326,15534,0.4286
8,5.0,5,60,10,0.25,8216,7391,15607,0.4286
8,5.0,5,60,10,0.5,8208,7237,15445,0.4286
8,5.0,5,60,20,0.25,8216,7391,15607,0.4286
8,5.0,5,60,20,0.5,8208,7237,15445,0.4286
8,5.0,5,60,30,0.25,8216,7391,15607,0.4286
8,5.0,5,60,30,0.5,8208,7237,15445,0.4286
8,5.0,5,70,10,0.25,8216,7218,15434,0.4286
8,5.0,5,70,10,0.5,8208,7248,15456,0.4286
8,5.0,5,70,20,0.25,8216,7218,15434,0.4286
8,5.0,5,70,20,0.5,8208,7248,15456,0.4286
8,5.0,5,70,30,0.25,8216,7218,15434,0.4286
8,5.0,5,70,30,0.5,8208,7248,15456,0.4286
8,5.0,10,50,10,0.25,8216,7545,15761,0.4286
8,5.0,10,50,10,0.5,8208,7326,15534,0.4286
8,5.0,10,50,20,0.25,8216,7545,15761,0.4286
8,5.0,10,50,20,0.5,8208,7326,15534,0.4286
8,5.0,10,50,30,0.25,8216,7545,15761,0.4286
8,5.0,10,50,30,0.5,8208,7326,15534,0.4286
8,5.0,10,60,10,0.25,8216,7391,15607,0.4286
8,5.0,10,60,10,0.5,8208,7237,15445,0.4286
8,5.0,10,60,20,0.25,8216,7391,15607,0.4286
8,5.0,10,60,20,0.5,8208,7237,15445,0.4286
8,5.0,10,60,30,0.25,8216,7391,15607,0.4286
8,5.0,10,60,30,0.5,8208,7237,15445,0.4286
8,5.0,10,70,10,0.25,8216,7218,15434,0.4286
8,5.0,10,70,10,0.5,8208,7248,15456,0.4286
8,5.0,10,70,20,0.25,8216,7218,15434,0.4286
8,5.0,10,70,20,0.5,8208,7248,15456,0.4286
8,5.0,10,70,30,0.25,8216,7218,15434,0.4286
8,5.0,10,70,30,0.5,8208,7248,15456,0.4286
8,5.0,15,50,10,0.25,8216,7545,15761,0.4286
8,5.0,15,50,10,0.5,8208,7326,15534,0.4286
8,5.0,15,50,20,0.25,8216,7545,15761,0.4286
8,5.0,15,50,20,0.5,8208,7326,15534,0.4286
8,5.0,15,50,30,0.25,8216,7545,15761,0.4286
8,5.0,15,50,30,0.5,8208,7326,15534,0.4286
8,5.0,15,60,10,0.25,8216,7391,15607,0.4286
8,5.0,15,60,10,0.5,8208,7237,15445,0.4286
8,5.0,15,60,20,0.25,8216,7391,15607,0.4286
8,5.0,15,60,20,0.5,8208,7237,15445,0.4286
8,5.0,15,60,30,0.25,8216,7391,15607,0.4286
8,5.0,15,60,30,0.5,8208,7237,15445,0.4286
8,5.0,15,70,10,0.25,8216,7218,15434,0.4286
8,5.0,15,70,10,0.5,8208,7248,15456,0.4286
8,5.0,15,70,20,0.25,8216,7218,15434,0.4286
8,5.0,15,70,20,0.5,8208,7248,15456,0.4286
8,5.0,15,70,30,0.25,8216,7218,15434,0.4286
8,5.0,15,70,30,0.5,8208,7248,15456,0.4286
8,5.0,20,50,10,0.25,8216,7545,15761,0.4286
8,5.0,20,50,10,0.5,8208,7326,15534,0.4286
8,5.0,20,50,20,0.25,8216,7545,15761,0.4286
8,5.0,20,50,20,0.5,8208,7326,15534,0.4286
8,5.0,20,50,30,0.25,8216,7545,15761,0.4286
8,5.0,20,50,30,0.5,8208,7326,15534,0.4286
8,5.0,20,60,10,0.25,8216,7391,15607,0.4286
8,5.0,20,60,10,0.5,8208,7237,15445,0.4286
8,5.0,20,60,20,0.25,8216,7391,15607,0.4286
8,5.0,20,60,20,0.5,8208,7237,15445,0.4286
8,5.0,20,60,30,0.25,8216,7391,15607,0.4286
8,5.0,20,60,30,0.5,8208,7237,15445,0.4286
8,5.0,20,70,10,0.25,8216,7218,15434,0.4286
8,5.0,20,70,10,0.5,8208,7248,15456,0.4286
8,5.0,20,70,20,0.25,8216,7218,15434,0.4286
8,5.0,20,70,20,0.5,8208,7248,15456,0.4286
8,5.0,20,70,30,0.25,8216,7218,15434,0.4286
8,5.0,20,70,30,0.5,8208,7248,15456,0.4286
10,1.0,5,50,10,0.25,8197,7192,15389,0.4286
10,1.0,5,50,10,0.5,8176,7162,15338,0.4286
10,1.0,5,50,20,0.25,8197,7192,15389,0.4286
10,1.0,5,50,20,0.5,8176,7162,15338,0.4286
10,1.0,5,50,30,0.25,8197,7192,15389,0.4286
10,1.0,5,50,30,0.5,8176,7162,15338,0.4286
10,1.0,5,60,10,0.25,8197,6923,15120,0.4286
10,1.0,5,60,10,0.5,8176,7080,15256,0.4286
