base_min_wall_vol,take_min_edge,passive_size,clear_threshold,clear_size,smooth_alpha,day_-2_profit,day_-1_profit,total_profit,max_drawdown_pct
10,1.0,5,60,20,0.25,8197,6923,15120,0.4286
10,1.0,5,60,20,0.5,8176,7080,15256,0.4286
10,1.0,5,60,30,0.25,8197,6923,15120,0.4286
10,1.0,5,60,30,0.5,8176,7080,15256,0.4286
10,1.0,5,70,10,0.25,8197,6697,14894,0.4286
10,1.0,5,70,10,0.5,8176,6992,15168,0.4286
10,1.0,5,70,20,0.25,8197,6697,14894,0.4286
10,1.0,5,70,20,0.5,8176,6992,15168,0.4286
10,1.0,5,70,30,0.25,8197,6697,14894,0.4286
10,1.0,5,70,30,0.5,8176,6992,15168,0.4286
10,1.0,10,50,10,0.25,8197,7192,15389,0.4286
10,1.0,10,50,10,0.5,8176,7162,15338,0.4286
10,1.0,10,50,20,0.25,8197,7192,15389,0.4286
10,1.0,10,50,20,0.5,8176,7162,15338,0.4286
10,1.0,10,50,30,0.25,8197,7192,15389,0.4286
10,1.0,10,50,30,0.5,8176,7162,15338,0.4286
10,1.0,10,60,10,0.25,8197,6923,15120,0.4286
10,1.0,10,60,10,0.5,8176,7080,15256,0.4286
10,1.0,10,60,20,0.25,8197,6923,15120,0.4286
10,1.0,10,60,20,0.5,8176,7080,15256,0.4286
10,1.0,10,60,30,0.25,8197,6923,15120,0.4286
10,1.0,10,60,30,0.5,8176,7080,15256,0.4286
10,1.0,10,70,10,0.25,8197,6697,14894,0.4286
10,1.0,10,70,10,0.5,8176,6992,15168,0.4286
10,1.0,10,70,20,0.25,8197,6697,14894,0.4286
10,1.0,10,70,20,0.5,8176,6992,15168,0.4286
10,1.0,10,70,30,0.25,8197,6697,14894,0.4286
10,1.0,10,70,30,0.5,8176,6992,15168,0.4286
10,1.0,15,50,10,0.25,8197,7192,15389,0.4286
10,1.0,15,50,10,0.5,8176,7162,15338,0.4286
10,1.0,15,50,20,0.25,8197,7192,15389,0.4286
10,1.0,15,50,20,0.5,8176,7162,15338,0.4286
10,1.0,15,50,30,0.25,8197,7192,15389,0.4286
10,1.0,15,50,30,0.5,8176,7162,15338,0.4286
10,1.0,15,60,10,0.25,8197,6923,15120,0.4286
10,1.0,15,60,10,0.5,8176,7080,15256,0.4286
10,1.0,15,60,20,0.25,8197,6923,15120,0.4286
10,1.0,15,60,20,0.5,8176,7080,15256,0.4286
10,1.0,15,60,30,0.25,8197,6923,15120,0.4286
10,1.0,15,60,30,0.5,8176,7080,15256,0.4286
10,1.0,15,70,10,0.25,8197,6697,14894,0.4286
10,1.0,15,70,10,0.5,8176,6992,15168,0.4286
10,1.0,15,70,20,0.25,8197,6697,14894,0.4286
10,1.0,15,70,20,0.5,8176,6992,15168,0.4286
10,1.0,15,70,30,0.25,8197,6697,14894,0.4286
10,1.0,15,70,30,0.5,8176,6992,15168,0.4286
10,1.0,20,50,10,0.25,8197,7192,15389,0.4286
10,1.0,20,50,10,0.5,8176,7162,15338,0.4286
10,1.0,20,50,20,0.25,8197,7192,15389,0.4286
10,1.0,20,50,20,0.5,8176,7162,15338,0.4286
10,1.0,20,50,30,0.25,8197,7192,15389,0.4286
10,1.0,20,50,30,0.5,8176,7162,15338,0.4286
10,1.0,20,60,10,0.25,8197,6923,15120,0.4286
10,1.0,20,60,10,0.5,8176,7080,15256,0.4286
10,1.0,20,60,20,0.25,8197,6923,15120,0.4286
10,1.0,20,60,20,0.5,8176,7080,15256,0.4286
10,1.0,20,60,30,0.25,8197,6923,15120,0.4286
10,1.0,20,60,30,0.5,8176,7080,15256,0.4286
10,1.0,20,70,10,0.25,8197,6697,14894,0.4286
10,1.0,20,70,10,0.5,8176,6992,15168,0.4286
10,1.0,20,70,20,0.25,8197,6697,14894,0.4286
10,1.0,20,70,20,0.5,8176,6992,15168,0.4286
10,1.0,20,70,30,0.25,8197,6697,14894,0.4286
10,1.0,20,70,30,0.5,8176,6992,15168,0.4286
10,2.0,5,50,10,0.25,8197,7192,15389,0.4286
10,2.0,5,50,10,0.5,8176,7162,15338,0.4286
10,2.0,5,50,20,0.25,8197,7192,15389,0.4286
10,2.0,5,50,20,0.5,8176,7162,15338,0.4286
10,2.0,5,50,30,0.25,8197,7192,15389,0.4286
10,2.0,5,50,30,0.5,8176,7162,15338,0.4286
10,2.0,5,60,10,0.25,8197,6923,15120,0.4286
10,2.0,5,60,10,0.5,8176,7080,15256,0.4286
10,2.0,5,60,20,0.25,8197,6923,15120,0.4286
10,2.0,5,60,20,0.5,8176,7080,15256,0.4286
10,2.0,5,60,30,0.25,8197,6923,15120,0.4286
10,2.0,5,60,30,0.5,8176,7080,15256,0.4286
10,2.0,5,70,10,0.25,8197,6697,14894,0.4286
10,2.0,5,70,10,0.5,8176,6992,15168,0.4286
10,2.0,5,70,20,0.25,8197,6697,14894,0.4286
10,2.0,5,70,20,0.5,8176,6992,15168,0.4286
10,2.0,5,70,30,0.25,8197,6697,14894,0.4286
10,2.0,5,70,30,0.5,8176,6992,15168,0.4286
10,2.0,10,50,10,0.25,8197,7192,15389,0.4286
10,2.0,10,50,10,0.5,8176,7162,15338,0.4286
10,2.0,10,50,20,0.25,8197,7192,15389,0.4286
10,2.0,10,50,20,0.5,8176,7162,15338,0.4286
10,2.0,10,50,30,0.25,8197,7192,15389,0.4286
10,2.0,10,50,30,0.5,8176,7162,15338,0.4286
10,2.0,10,60,10,0.25,8197,6923,15120,0.4286
10,2.0,10,60,10,0.5,8176,7080,15256,0.4286
10,2.0,10,60,20,0.25,8197,6923,15120,0.4286
10,2.0,10,60,20,0.5,8176,7080,15256,0.4286
10,2.0,10,60,30,0.25,8197,6923,15120,0.4286
10,2.0,10,60,30,0.5,8176,7080,15256,0.4286
10,2.0,10,70,10,0.25,8197,6697,14894,0.4286
10,2.0,10,70,10,0.5,8176,6992,15168,0.4286
10,2.0,10,70,20,0.25,8197,6697,14894,0.4286
10,2.0,10,70,20,0.5,8176,6992,15168,0.4286
10,2.0,10,70,30,0.25,8197,6697,14894,0.4286
10,2.0,10,70,30,0.5,8176,6992,15168,0.4286
10,2.0,15,50,10,0.25,8197,7192,15389,0.4286
10,2.0,15,50,10,0.5,8176,7162,15338,0.4286
10,2.0,15,50,20,0.25,8197,7192,15389,0.4286
10,2.0,15,50,20,0.5,8176,7162,15338,0.4286
10,2.0,15,50,30,0.25,8197,7192,15389,0.4286
10,2.0,15,50,30,0.5,8176,7162,15338,0.4286
10,2.0,15,60,10,0.25,8197,6923,15120,0.4286
10,2.0,15,60,10,0.5,8176,7080,15256,0.4286
10,2.0,15,60,20,0.25,8197,6923,15120,0.4286
10,2.0,15,60,20,0.5,8176,7080,15256,0.4286
10,2.0,15,60,30,0.25,8197,6923,15120,0.4286
10,2.0,15,60,30,0.5,8176,7080,15256,0.4286
10,2.0,15,70,10,0.25,8197,6697,14894,0.4286
10,2.0,15,70,10,0.5,8176,6992,15168,0.4286
10,2.0,15,70,20,0.25,8197,6697,14894,0.4286
10,2.0,15,70,20,0.5,8176,6992,15168,0.4286
10,2.0,15,70,30,0.25,8197,6697,14894,0.4286
10,2.0,15,70,30,0.5,8176,6992,15168,0.4286
10,2.0,20,50,10,0.25,8197,7192,15389,0.4286
10,2.0,20,50,10,0.5,8176,7162,15338,0.4286
10,2.0,20,50,20,0.25,8197,7192,15389,0.4286
10,2.0,20,50,20,0.5,8176,7162,15338,0.4286
10,2.0,20,50,30,0.25,8197,7192,15389,0.4286
10,2.0,20,50,30,0.5,8176,7162,15338,0.4286
10,2.0,20,60,10,0.25,8197,6923,15120,0.4286
10,2.0,20,60,10,0.5,8176,7080,15256,0.4286
10,2.0,20,60,20,0.25,8197,6923,15120,0.4286
10,2.0,20,60,20,0.5,8176,7080,15256,0.4286
10,2.0,20,60,30,0.25,8197,6923,15120,0.4286
10,2.0,20,60,30,0.5,8176,7080,15256,0.4286
10,2.0,20,70,10,0.25,8197,6697,14894,0.4286
10,2.0,20,70,10,0.5,8176,6992,15168,0.4286
10,2.0,20,70,20,0.25,8197,6697,14894,0.4286
10,2.0,20,70,20,0.5,8176,6992,15168,0.4286
10,2.0,20,70,30,0.25,8197,6697,14894,0.4286
10,2.0,20,70,30,0.5,8176,6992,15168,0.4286
10,3.0,5,50,10,0.25,8208,7298,15506,0.4286
10,3.0,5,50,10,0.5,8176,7324,15500,0.4286
10,3.0,5,50,20,0.25,8208,7298,15506,0.4286
10,3.0,5,50,20,0.5,8176,7324,15500,0.4286
10,3.0,5,50,30,0.25,8208,7298,15506,0.4286
10,3.0,5,50,30,0.5,8176,7324,15500,0.4286
10,3.0,5,60,10,0.25,8208,7212,15420,0.4286
10,3.0,5,60,10,0.5,8176,7243,15419,0.4286
10,3.0,5,60,20,0.25,8208,7212,15420,0.4286
10,3.0,5,60,20,0.5,8176,7243,15419,0.4286
10,3.0,5,60,30,0.25,8208,7212,15420,0.4286
10,3.0,5,60,30,0.5,8176,7243,15419,0.4286
10,3.0,5,70,10,0.25,8208,7004,15212,0.4286
10,3.0,5,70,10,0.5,8176,7246,15422,0.4286
10,3.0,5,70,20,0.25,8208,7004,15212,0.4286
10,3.0,5,70,20,0.5,8176,7246,15422,0.4286
10,3.0,5,70,30,0.25,8208,7004,15212,0.4286
10,3.0,5,70,30,0.5,8176,7246,15422,0.4286
10,3.0,10,50,10,0.25,8208,7298,15506,0.4286
10,3.0,10,50,10,0.5,8176,7324,15500,0.4286
10,3.0,10,50,20,0.25,8208,7298,15506,0.4286
10,3.0,10,50,20,0.5,8176,7324,15500,0.4286
10,3.0,10,50,30,0.25,8208,7298,15506,0.4286
10,3.0,10,50,30,0.5,8176,7324,15500,0.4286
10,3.0,10,60,10,0.25,8208,7212,15420,0.4286
10,3.0,10,60,10,0.5,8176,7243,15419,0.4286
10,3.0,10,60,20,0.25,8208,7212,15420,0.4286
10,3.0,10,60,20,0.5,8176,7243,15419,0.4286
10,3.0,10,60,30,0.25,8208,7212,15420,0.4286
10,3.0,10,60,30,0.5,8176,7243,15419,0.4286
10,3.0,10,70,10,0.25,8208,7004,15212,0.4286
10,3.0,10,70,10,0.5,8176,7246,15422,0.4286
10,3.0,10,70,20,0.25,8208,7004,15212,0.4286
10,3.0,10,70,20,0.5,8176,7246,15422,0.4286
10,3.0,10,70,30,0.25,8208,7004,15212,0.4286
10,3.0,10,70,30,0.5,8176,7246,15422,0.4286
10,3.0,15,50,10,0.25,8208,7298,15506,0.4286
10,3.0,15,50,10,0.5,8176,7324,15500,0.4286
10,3.0,15,50,20,0.25,8208,7298,15506,0.4286
10,3.0,15,50,20,0.5,8176,7324,15500,0.4286
10,3.0,15,50,30,0.25,8208,7298,15506,0.4286
10,3.0,15,50,30,0.5,8176,7324,15500,0.4286
10,3.0,15,60,10,0.25,8208,7212,15420,0.4286
10,3.0,15,60,10,0.5,8176,7243,15419,0.4286
10,3.0,15,60,20,0.25,8208,7212,15420,0.4286
10,3.0,15,60,20,0.5,8176,7243,15419,0.4286
10,3.0,15,60,30,0.25,8208,7212,15420,0.4286
10,3.0,15,60,30,0.5,8176,7243,15419,0.4286
10,3.0,15,70,10,0.25,8208,7004,15212,0.4286
10,3.0,15,70,10,0.5,8176,7246,15422,0.4286
10,3.0,15,70,20,0.25,8208,7004,15212,0.4286
10,3.0,15,70,20,0.5,8176,7246,15422,0.4286
10,3.0,15,70,30,0.25,8208,7004,15212,0.4286
10,3.0,15,70,30,0.5,8176,7246,15422,0.4286
10,3.0,20,50,10,0.25,8208,7298,15506,0.4286
10,3.0,20,50,10,0.5,8176,7324,15500,0.4286
10,3.0,20,50,20,0.25,8208,7298,15506,0.4286
10,3.0,20,50,20,0.5,8176,7324,15500,0.4286
10,3.0,20,50,30,0.25,8208,7298,15506,0.4286
10,3.0,20,50,30,0.5,8176,7324,15500,0.4286
10,3.0,20,60,10,0.25,8208,7212,15420,0.4286
10,3.0,20,60,10,0.5,8176,7243,15419,0.4286
10,3.0,20,60,20,0.25,8208,7212,15420,0.4286
10,3.0,20,60,20,0.5,8176,7243,15419,0.4286
10,3.0,20,60,30,0.25,8208,7212,15420,0.4286
10,3.0,20,60,30,0.5,8176,7243,15419,0.4286
10,3.0,20,70,10,0.25,8208,7004,15212,0.4286
10,3.0,20,70,10,0.5,8176,7246,15422,0.4286
10,3.0,20,70,20,0.25,8208,7004,15212,0.4286
10,3.0,20,70,20,0.5,8176,7246,15422,0.4286
10,3.0,20,70,30,0.25,8208,7004,15212,0.4286
10,3.0,20,70,30,0.5,8176,7246,15422,0.4286
10,4.0,5,50,10,0.25,8208,7488,15696,0.4286
10,4.0,5,50,10,0.5,8176,7324,15500,0.4286
10,4.0,5,50,20,0.25,8208,7488,15696,0.4286
10,4.0,5,50,20,0.5,8176,7324,15500,0.4286
10,4.0,5,50,30,0.25,8208,7488,15696,0.4286
10,4.0,5,50,30,0.5,8176,7324,15500,0.4286
10,4.0,5,60,10,0.25,8208,7367,15575,0.4286
10,4.0,5,60,10,0.5,8176,7243,15419,0.4286
10,4.0,5,60,20,0.25,8208,7367,15575,0.4286
10,4.0,5,60,20,0.5,8176,7243,15419,0.4286
10,4.0,5,60,30,0.25,8208,7367,15575,0.4286
10,4.0,5,60,30,0.5,8176,7243,15419,0.4286
10,4.0,5,70,10,0.25,8208,7147,15355,0.4286
10,4.0,5,70,10,0.5,8176,7246,15422,0.4286
10,4.0,5,70,20,0.25,8208,7147,15355,0.4286
10,4.0,5,70,20,0.5,8176,7246,15422,0.4286
10,4.0,5,70,30,0.25,8208,7147,15355,0.4286
10,4.0,5,70,30,0.5,8176,7246,15422,0.4286
10,4.0,10,50,10,0.25,8208,7488,15696,0.4286
10,4.0,10,50,10,0.5,8176,7324,15500,0.4286
10,4.0,10,50,20,0.25,8208,7488,15696,0.4286
10,4.0,10,50,20,0.5,8176,7324,15500,0.4286
10,4.0,10,50,30,0.25,8208,7488,15696,0.4286
10,4.0,10,50,30,0.5,8176,7324,15500,0.4286
10,4.0,10,60,10,0.25,8208,7367,15575,0.4286
10,4.0,10,60,10,0.5,8176,7243,15419,0.4286
10,4.0,10,60,20,0.25,8208,7367,15575,0.4286
10,4.0,10,60,20,0.5,8176,7243,15419,0.4286
10,4.0,10,60,30,0.25,8208,7367,15575,0.4286
10,4.0,10,60,30,0.5,8176,7243,15419,0.4286
10,4.0,10,70,10,0.25,8208,7147,15355,0.4286
10,4.0,10,70,10,0.5,8176,7246,15422,0.4286
10,4.0,10,70,20,0.25,8208,7147,15355,0.4286
10,4.0,10,70,20,0.5,8176,7246,15422,0.4286
10,4.0,10,70,30,0.25,8208,7147,15355,0.4286
10,4.0,10,70,30,0.5,8176,7246,15422,0.4286
10,4.0,15,50,10,0.25,8208,7488,15696,0.4286
10,4.0,15,50,10,0.5,8176,7324,15500,0.4286
10,4.0,15,50,20,0.25,8208,7488,15696,0.4286
10,4.0,15,50,20,0.5,8176,7324,15500,0.4286
10,4.0,15,50,30,0.25,8208,7488,15696,0.4286
10,4.0,15,50,30,0.5,8176,7324,15500,0.4286
10,4.0,15,60,10,0.25,8208,7367,15575,0.4286
10,4.0,15,60,10,0.5,8176,7243,15419,0.4286
10,4.0,15,60,20,0.25,8208,7367,15575,0.4286
10,4.0,15,60,20,0.5,8176,7243,15419,0.4286
10,4.0,15,60,30,0.25,8208,7367,15575,0.4286
10,4.0,15,60,30,0.5,8176,7243,15419,0.4286
10,4.0,15,70,10,0.25,8208,7147,15355,0.4286
10,4.0,15,70,10,0.5,8176,7246,15422,0.4286
10,4.0,15,70,20,0.25,8208,7147,15355,0.4286
10,4.0,15,70,20,0.5,8176,7246,15422,0.4286
10,4.0,15,70,30,0.25,8208,7147,15355,0.4286
10,4.0,15,70,30,0.5,8176,7246,15422,0.4286
10,4.0,20,50,10,0.25,8208,7488,15696,0.4286
10,4.0,20,50,10,0.5,8176,7324,15500,0.4286
10,4.0,20,50,20,0.25,8208,7488,15696,0.4286
10,4.0,20,50,20,0.5,8176,7324,15500,0.4286
10,4.0,20,50,30,0.25,8208,7488,15696,0.4286
10,4.0,20,50,30,0.5,8176,7324,15500,0.4286
10,4.0,20,60,10,0.25,8208,7367,15575,0.4286
10,4.0,20,60,10,0.5,8176,7243,15419,0.4286
10,4.0,20,60,20,0.25,8208,7367,15575,0.4286
10,4.0,20,60,20,0.5,8176,7243,15419,0.4286
10,4.0,20,60,30,0.25,8208,7367,15575,0.4286
10,4.0,20,60,30,0.5,8176,7243,15419,0.4286
10,4.0,20,70,10,0.25,8208,7147,15355,0.4286
10,4.0,20,70,10,0.5,8176,7246,15422,0.4286
10,4.0,20,70,20,0.25,8208,7147,15355,0.4286
10,4.0,20,70,20,0.5,8176,7246,15422,0.4286
10,4.0,20,70,30,0.25,8208,7147,15355,0.4286
10,4.0,20,70,30,0.5,8176,7246,15422,0.4286
10,5.0,5,50,10,0.25,8208,7488,15696,0.4286
10,5.0,5,50,10,0.5,8176,7324,15500,0.4286
10,5.0,5,50,20,0.25,8208,7488,15696,0.4286
10,5.0,5,50,20,0.5,8176,7324,15500,0.4286
10,5.0,5,50,30,0.25,8208,7488,15696,0.4286
10,5.0,5,50,30,0.5,8176,7324,15500,0.4286
10,5.0,5,60,10,0.25,8208,7367,15575,0.4286
10,5.0,5,60,10,0.5,8176,7243,15419,0.4286
10,5.0,5,60,20,0.25,8208,7367,15575,0.4286
10,5.0,5,60,20,0.5,8176,7243,15419,0.4286
10,5.0,5,60,30,0.25,8208,7367,15575,0.4286
10,5.0,5,60,30,0.5,8176,7243,15419,0.4286
10,5.0,5,70,10,0.25,8208,7147,15355,0.4286
10,5.0,5,70,10,0.5,8176,7246,15422,0.4286
10,5.0,5,70,20,0.25,8208,7147,15355,0.4286
10,5.0,5,70,20,0.5,8176,7246,15422,0.4286
10,5.0,5,70,30,0.25,8208,7147,15355,0.4286
10,5.0,5,70,30,0.5,8176,7246,15422,0.4286
10,5.0,10,50,10,0.25,8208,7488,15696,0.4286
10,5.0,10,50,10,0.5,8176,7324,15500,0.4286
10,5.0,10,50,20,0.25,8208,7488,15696,0.4286
10,5.0,10,50,20,0.5,8176,7324,15500,0.4286
10,5.0,10,50,30,0.25,8208,7488,15696,0.4286
10,5.0,10,50,30,0.5,8176,7324,15500,0.4286
10,5.0,10,60,10,0.25,8208,7367,15575,0.4286
10,5.0,10,60,10,0.5,8176,7243,15419,0.4286
10,5.0,10,60,20,0.25,8208,7367,15575,0.4286
10,5.0,10,60,20,0.5,8176,7243,15419,0.4286
10,5.0,10,60,30,0.25,8208,7367,15575,0.4286
10,5.0,10,60,30,0.5,8176,7243,15419,0.4286
10,5.0,10,70,10,0.25,8208,7147,15355,0.4286
10,5.0,10,70,10,0.5,8176,7246,15422,0.4286
10,5.0,10,70,20,0.25,8208,7147,15355,0.4286
10,5.0,10,70,20,0.5,8176,7246,15422,0.4286
10,5.0,10,70,30,0.25,8208,7147,15355,0.4286
10,5.0,10,70,30,0.5,8176,7246,15422,0.4286
10,5.0,15,50,10,0.25,8208,7488,15696,0.4286
10,5.0,15,50,10,0.5,8176,7324,15500,0.4286
10,5.0,15,50,20,0.25,8208,7488,15696,0.4286
10,5.0,15,50,20,0.5,8176,7324,15500,0.4286
10,5.0,15,50,30,0.25,8208,7488,15696,0.4286
10,5.0,15,50,30,0.5,8176,7324,15500,0.4286
10,5.0,15,60,10,0.25,8208,7367,15575,0.4286
10,5.0,15,60,10,0.5,8176,7243,15419,0.4286
10,5.0,15,60,20,0.25,8208,7367,15575,0.4286
10,5.0,15,60,20,0.5,8176,7243,15419,0.4286
10,5.0,15,60,30,0.25,8208,7367,15575,0.4286
10,5.0,15,60,30,0.5,8176,7243,15419,0.4286
10,5.0,15,70,10,0.25,8208,7147,15355,0.4286
10,5.0,15,70,10,0.5,8176,7246,15422,0.4286
10,5.0,15,70,20,0.25,8208,7147,15355,0.4286
10,5.0,15,70,20,0.5,8176,7246,15422,0.4286
10,5.0,15,70,30,0.25,8208,7147,15355,0.4286
10,5.0,15,70,30,0.5,8176,7246,15422,0.4286
10,5.0,20,50,10,0.25,8208,7488,15696,0.4286
10,5.0,20,50,10,0.5,8176,7324,15500,0.4286
10,5.0,20,50,20,0.25,8208,7488,15696,0.4286
10,5.0,20,50,20,0.5,8176,7324,15500,0.4286
10,5.0,20,50,30,0.25,8208,7488,15696,0.4286
10,5.0,20,50,30,0.5,8176,7324,15500,0.4286
10,5.0,20,60,10,0.25,8208,7367,15575,0.4286
10,5.0,20,60,10,0.5,8176,7243,15419,0.4286
10,5.0,20,60,20,0.25,8208,7367,15575,0.4286
10,5.0,20,60,20,0.5,8176,7243,15419,0.4286
10,5.0,20,60,30,0.25,8208,7367,15575,0.4286
10,5.0,20,60,30,0.5,8176,7243,15419,0.4286
10,5.0,20,70,10,0.25,8208,7147,15355,0.4286
10,5.0,20,70,10,0.5,8176,7246,15422,0.4286
10,5.0,20,70,20,0.25,8208,7147,15355,0.4286
10,5.0,20,70,20,0.5,8176,7246,15422,0.4286
10,5.0,20,70,30,0.25,8208,7147,15355,0.4286
10,5.0,20,70,30,0.5,8176,7246,15422,0.4286
12,1.0,5,50,10,0.25,8348,7212,15560,0.4286
12,1.0,5,50,10,0.5,8179,7243,15422,0.4286
12,1.0,5,50,20,0.25,8348,7212,15560,0.4286
12,1.0,5,50,20,0.5,8179,7243,15422,0.4286
